,frame_number,pedestrian_ID,pos_x,pos_y,v_x,v_y,Constant_speed,Speed_as_magnitude,euclidean_distance_1_destination,euclidean_distance_2_destination,euclidean_distance_3_destination,euclidean_distance_4_destination,euclidean_distance_with_obstacles,euclidean_distance_neighbor,euclidean_distance_neighbor_group
0,780.0,1.0,8.4568443,3.5880664,1.6717144,0.17629183,12,9,28.547123225622233,15.453888557897153,17.14392014120922,6.938212251103675,5.90514403526717,0.0,100.0
1,786.0,1.0,9.1255301,3.6585832,1.6628772,0.32672255,14,9,29.20835143119834,16.12126367667639,17.699583536347216,6.278375529589933,5.2380023519399295,0.0,100.0
2,792.0,1.0,9.787146,3.8494445,1.6833339,0.37108399,15,10,29.85469395028432,16.80882011706121,18.20344116806077,5.590079438526626,4.550138001741952,0.0,100.0
3,798.0,1.0,10.472197,3.9554504,1.5985677,0.26479471,17,11,30.53144559424929,17.500225583549533,18.775960864403245,4.906794085815732,3.8594118924091476,0.0,100.0
4,804.0,1.0,11.066,4.0612803,1.5745265,0.45639045,18,11,31.117833127001983,18.102720496394234,19.272981344861897,4.312195898845639,3.2579529860585894,0.0,100.0
5,804.0,2.0,13.017548,5.7825914,-2.3244442,-0.076605938,19,14,33.01763095082431,20.424232274956616,20.496902275047756,2.1008251920879206,1.3352720675794725,0.0,0.0
6,810.0,1.0,11.731818,4.3205627,1.644127,0.54439117,19,12,31.76897373958945,18.80964421486184,19.78321209986013,3.59776977271265,2.549283168177926,0.0,100.0
7,810.0,2.0,12.08777,5.751949,-1.5890517,-0.065971055,16,13,32.087940662651185,19.524407531336216,19.620512728491644,3.025125700589283,2.218884541723835,0.0,0.0
8,816.0,1.0,12.381302,4.4967932,1.6237086,0.44057614,20,13,32.4098411148758,19.48217334666504,20.32050081307996,2.9280394615592,1.8769913637441804,0.0,100.0
9,816.0,2.0,11.746306,5.7298146,-1.1407656,0.10537256,15,13,31.746559181554428,19.191458914473234,19.30337938927916,3.3648583540944306,2.5543952413847695,0.0,0.0
10,822.0,2.0,11.175158,5.8362471,-1.6400209,0.17923528,14,12,31.17516464552217,18.67911982449797,18.72820416492461,3.9412939018531508,3.091361636467401,0.0,0.0
11,828.0,2.0,10.43429,5.8732028,-1.4061292,0.41904965,12,11,30.434294527184626,17.987845767478515,18.01605485516603,4.682972717754759,3.8187361736087286,0.0,0.0
12,834.0,3.0,12.270674,6.6684218,-0.83589222,0.24553459,14,13,32.28088367231295,19.983267604849257,19.5306984879547,3.0432225716458214,1.9757062050292902,0.0,2.2753481866793477
13,834.0,2.0,10.050254,6.1714868,-1.0787423,0.45518986,10,11,30.051903724405697,17.72533545497334,17.5553251144913,5.09304513076672,4.175958080332013,0.0,2.2753481866793477
14,840.0,3.0,11.936317,6.7666356,-1.0282507,0.30748215,13,13,31.94928017035081,19.701187693887423,19.182262134254906,3.3905765390753944,2.3217479533481566,0.0,2.4235229620439447
15,840.0,2.0,9.5712958,6.2373547,-1.207725,0.11543663,8,11,29.573746928257194,17.299866157413465,17.08116120253988,5.5764438033598145,4.652294824590304,0.0,2.4235229620439447
16,846.0,5.0,-1.8861126,4.3794954,1.5102614,0.19670494,16,4,18.174013390431735,6.382613714215891,8.824501512761035,17.03465040242444,5.093181681513032,14.115508604134988,0.0
17,846.0,4.0,-1.7114104,5.1259595,1.4810487,-0.049765503,17,5,18.303178659537103,7.029174386510178,8.301320280171357,16.82433518036603,5.7942087694066045,14.115508604134988,0.7666351878655516
18,846.0,3.0,11.448074,6.9144075,-1.3881064,0.039546695,11,13,31.46585942421371,19.29472648285929,18.672307081536175,3.8996644333981805,2.8289826695355074,14.115508604134988,1.367800876643019
19,846.0,2.0,9.0840742,6.2638361,-1.2731811,0.17084078,7,11,29.08692508865764,16.855319337058095,16.612992064149314,6.063395758662687,5.138807030252143,14.115508604134988,1.367800876643019
20,846.0,6.0,12.162877,5.7482446,-1.2204814,0.25520515,16,13,32.1630595310049,19.595196347042457,19.693042804429417,2.949933187086122,2.147791816670824,14.115508604134988,1.367800876643019
21,852.0,5.0,-1.282008,4.4581774,1.4893305,0.079483761,15,4,18.77015764003446,6.889944467035027,9.094282862293976,16.426573102607165,5.076783495475729,13.031269054460484,0.0
22,852.0,4.0,-1.118991,5.1060533,1.4705667,-0.049413292,16,5,18.895920862977842,7.43907633390704,8.67588100391595,16.232677528290626,5.710365913102407,13.031269054460484,0.6680701490785304
23,852.0,3.0,10.825832,6.798273,-1.3174015,-0.16038692,10,12,30.840211760721196,18.67211744148504,18.10528254568473,4.455169261547602,3.4244587678570455,13.031269054460484,1.2724596666663701
24,852.0,2.0,8.5527509,6.3740273,-1.2327335,0.2715015,5,10,28.55743882378348,16.404447509816702,16.075816088845002,6.604047566089358,5.669269016160381,13.031269054460484,1.2724596666663701
25,852.0,6.0,11.674685,5.8503267,-1.3273119,0.21290704,15,13,31.674685621761125,19.15908041586562,19.197375195627668,3.444247621766796,2.5976070209633106,13.031269054460484,1.2724596666663701
26,858.0,5.0,-0.69464813,4.4430824,1.5046428,-0.26913293,13,4,19.357031034304423,7.343001517462631,9.458833872750871,15.841662612411936,5.0390423057881,11.887600246130445,0.0
27,858.0,4.0,-0.53495708,5.0864289,1.5101356,-0.10801706,14,5,19.480273703406954,7.866024449651506,9.067952288793704,15.649475776527643,5.6872858636011365,11.887600246130445,0.662869482260537
28,858.0,3.0,10.394153,6.786098,-1.2311392,0.077889026,9,12,30.408362305460173,18.265656092133863,17.69477438335903,4.868403111964088,3.851600363097527,11.887600246130445,1.1190517188217177
29,858.0,2.0,8.0978874,6.4810373,-1.1467297,0.21789191,4,10,28.104825117989186,16.028048357603115,15.611863731333774,7.0687677949387835,6.125328418956003,11.887600246130445,1.1190517188217177
30,858.0,6.0,11.101028,5.9185702,-1.4500126,0.073139953,13,12,31.10108973376721,18.63432267121214,18.63159035894177,4.021633613052423,3.1518954033267095,11.887600246130445,1.1190517188217177
31,864.0,5.0,-0.078293758,4.242871,1.6124895,-0.26999919,11,4,19.986958487777137,7.736565424849056,10.004344796108256,15.242992644796795,4.89037839282348,10.723172811822712,0.0
32,864.0,4.0,0.08911754,5.0196397,1.6169232,-0.11113374,12,5,20.10654496922096,8.315981750749042,9.54158226902095,15.027985983159352,5.683512146128637,10.723172811822712,0.794604402201331
33,864.0,3.0,9.8409209,6.8605842,-1.2970989,0.081340731,7,11,29.857805328128173,17.780728214857227,17.14367788119478,5.4230544780832215,4.4096984919772515,10.723172811822712,1.16608930806614
34,864.0,2.0,7.6353672,6.5483408,-1.1634956,0.16930578,2,10,27.644023257800725,15.633080051734012,15.154830522126634,7.536111941985286,6.589353654235025,10.723172811822712,1.16608930806614
35,864.0,6.0,10.514675,5.9088386,-1.3785628,-0.029516799,12,12,30.514719709426693,18.075432899254658,18.080103918843847,4.605280218027095,3.734555387415609,10.723172811822712,1.16608930806614
36,870.0,5.0,0.59534346,4.227083,1.602723,-0.094307912,9,4,20.659707323388023,8.303614168858706,10.464608123075868,14.57345702200895,5.017965924736214,9.549611987716693,0.0
37,870.0,4.0,0.75858146,4.9975219,1.5928686,-0.10901602,11,5,20.776350113828567,8.850328123170918,10.034430231869592,14.35984364266761,5.803766555349666,9.549611987716693,0.7875422168221898
38,870.0,3.0,9.3564735,6.8511706,-1.1194272,-0.080308213,6,11,29.37331615027341,17.330350428590265,16.6837799785474,5.8925686583562795,4.890355817494941,9.549611987716693,1.1515766264498637
39,870.0,2.0,7.1670909,6.616482,-1.1264929,0.11639996,1,9,27.17771595479339,15.23737256919574,14.69277339768532,8.009277851918387,7.059606178080106,9.549611987716693,1.1515766264498637
40,870.0,6.0,9.9981774,5.8949568,-1.3445754,0.11811796,10,11,29.99820191876269,17.582851889303168,17.597992600952782,5.119577551494319,4.249236807679351,9.549611987716693,1.1515766264498637
41,876.0,5.0,1.2038847,4.1674247,1.5101686,-0.14804942,7,4,21.271061296667312,8.807545636499041,10.931444012171571,13.973445771684046,5.164129890723526,8.437293334642636,0.0
42,876.0,4.0,1.3634124,4.9324268,1.5010067,-0.16154612,9,5,21.383392866114924,9.324479861800604,10.526233298294878,13.758351159669663,5.93317465344077,8.437293334642636,0.781458444238528
43,876.0,3.0,8.9453791,6.7963376,-1.1819848,0.023373784,5,11,28.960629705256668,16.930968107499535,16.309143239144326,6.283437158683524,5.294713618194148,8.437293334642636,0.9340942170360551
44,876.0,2.0,6.7341728,6.6414608,-1.0305888,0.11175418,0,9,26.745691195730863,14.858707889886723,14.280124406548113,8.4417927938358,7.493152893181646,8.437293334642636,0.9340942170360551
45,876.0,6.0,9.4390143,6.003333,-1.3620495,0.16928816,9,11,29.439379965219082,17.093662255373076,17.035462692890363,5.685008517816353,4.796191324508801,8.437293334642636,0.9340942170360551
46,882.0,5.0,1.8034784,4.1086435,1.5534479,-0.09140845,6,4,21.87343209704712,9.316666759347722,11.404797399400241,13.383270170138527,5.372705301499312,7.3603646859627005,0.0
47,882.0,4.0,1.9593868,4.868285,1.5440951,-0.10567795,7,5,21.981615966715175,9.806186494172675,11.022216426009926,13.166280331827421,6.117443590915999,7.3603646859627005,0.7754757492744759
48,882.0,3.0,8.4108856,6.8698696,-1.245936,0.076746138,4,10,28.42894880903835,16.4721337627256,15.77857478956123,6.82205957900466,5.8335270907137735,7.3603646859627005,0.9759038088757158
49,882.0,2.0,6.3426199,6.7058853,-0.92838126,0.1586235,0,9,26.356306724018424,14.537932783051827,13.892407120145268,8.838373962358707,7.887012119404413,7.3603646859627005,0.9759038088757158
50,882.0,6.0,8.9085378,6.0303873,-1.286463,0.014594006,7,10,28.90906015112262,16.606937719381335,16.528841431974648,6.216009509690039,5.323614078558863,7.3603646859627005,0.9759038088757158
51,888.0,5.0,2.446643,4.0942979,1.6515158,-0.092250329,4,4,22.515716736927388,9.89420431352756,11.893613121826956,12.745770670391336,5.699543978459452,6.2648936966469675,0.0
52,888.0,4.0,2.5986885,4.8478845,1.5816946,-0.10557989,5,5,22.62118994056333,10.358865424236306,11.535634859067786,12.529075131439965,6.413153870083931,6.2648936966469675,0.7687721364421387
53,888.0,3.0,7.9486303,6.8577346,-1.2192483,-0.078575408,2,10,27.96655503860416,16.047153952432744,15.344775575732015,7.274164167552075,6.293163242290418,6.2648936966469675,0.960679847858755
54,888.0,2.0,5.9914678,6.7683596,-0.93156295,0.26537597,2,9,26.007454682131705,14.255720021716384,13.543373981627902,9.194665954450564,8.240706012068928,6.2648936966469675,0.960679847858755
55,888.0,6.0,8.4098439,6.0150082,-1.3030561,0.066455923,6,10,28.41028550938546,16.13683748878839,16.068840008110154,6.712366319259199,5.82232675905728,6.2648936966469675,0.960679847858755
